judge_number,judge_date,transfer_agency,transfer_date,happened_date,who_report,misinformation_place,misinformation_issue,misinformation_content,penalty_or_not,administrative_fine,reason
臺灣臺北地方法院刑事裁定108年度秩抗字第20號,2019/11/6,抗告，108年度店秩字第72號,,,,168週報,施政謠言,蔡英文，你的課本教學生少量吸毒再轟趴,抗告駁回,,
臺灣基隆地方法院普通庭裁定108年度秩抗字第1號,2019/11/7,抗告，108年度基秩字第104號,,2019/5/28,,臉書,批評執政者,淫亂台灣同性同婚愛滋樂團不知羞恥」、「修官邸1億2千萬超過前3任16年總和8千萬買車4千萬」,抗告駁回,,
臺灣南投地方法院裁定108年度埔秩字第20號,2019/11/7,南投縣政府警察局埔里分局,2019/10/10,2019/10/9,,臉書,生活謠言,各位埔里鄉親國六西行方向13K處橋面下陷嚴重不知有立即危險請用路人小心也請有關單位盡速處理,不罰,,非故意散發傳布虛偽事實
臺灣橋頭地方法院岡山簡易庭裁定108年度岡秩字第46號,2019/11/11,高雄市政府警察局岡山分局,2019/8/26,2019/7/7,,LINE,批評執政者,發佈行政院長參加殉職員警公祭之影片及批評訊息,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣花蓮地方法院花蓮簡易庭刑事裁定108年度花秩字第38號,2019/11/12,花蓮縣警察局吉安分局,2019/10/30,,,臉書,政治人物謠言,蔡英文拋棄國旗（人民血汗錢買的）,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院普通庭裁定108年度秩抗字第10號,2019/11/13,抗告，108 年度湖秩字第35號,,,,口述,施政謠言,國一國三現在就開始教肛交教育、教保險套、國中在教可以自己變性動手術、高三教多元多P的同志教育,抗告駁回,,
臺灣臺北地方法院裁定108年度店秩字第104號,2019/11/13,新北市政府警察局新店分局,2019/11/4,2019/10/13,,臉書,批評執政者,民進黨用NCC控制各大媒體功夫一流吧！連登革熱疫情消息都不敢播報還幫台南市政府隱匿疫情。要不是正義人士用LINE轉PO我看全國同胞都被蒙騙，真是可惡至極。,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定108年度北秩字第539號,2019/11/13,臺北市政府警察局中山分局,2019/10/31,2019/10/2,員警,PTT,政治人物謠言,震撼！韓國瑜承認帶職參選總統是錯誤選擇,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院裁定108年度士秩字第126號,2019/11/14,臺北市政府警察局士林分局,2019/10/3,2019/8/21,,臉書,施政謠言,台幣改版需花費500億元，由全民買單,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定108年度北秩字第519號,2019/11/15,臺北市政府警察局松山分局,2019/10/25,2019/9/27,,臉書,批評執政者,「我在機上超買37條香菸，大搖大擺提領直接出關」、「利用特全超買免稅香菸就是貪污」等,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新竹地方法院簡易庭裁定108年度竹秩字第80號,2019/11/18,新竹市警察局第一分局,2019/10/21,2019/9/2,,臉書,批評執政者,總統車隊又要換了，蔡英文換車換上癮，四年不到換三次車，老百姓的納稅錢真的很好花,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣橋頭地方法院橋頭簡易庭裁定108年度橋秩字第97號,2019/11/19,高雄市政府警察局左營分局,2019/11/5,2019/9/8,,臉書,施政謠言,剛剛日本電視播到台灣3天2夜才日幣20000，台幣5千多，離譜吧！政府在貼錢讓日本人玩嗎？上網查詢還真的有勒：每團補助10000元等…」,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定108年度北秩字第480號,2019/11/19,臺北市政府警察局中正第二分局,2019/10/9,2019/9/13,,臉書,施政謠言,臺灣黑鮪魚及大目鮪不實交易價格，及臺灣與日本於中西部太平洋金槍魚類委員會北小委員會會議中，達成有關臺灣黑鮪魚捕撈配額與日本大目鮪捕撈配額交換之互惠協議後將致使臺灣損失約新台幣4億500萬,管轄錯誤,,移送臺灣新北地方法院
臺灣新北地方法院板橋簡易庭裁定108年度板秩字第356號,2019/11/20,新北市政府警察局板橋分局,2019/11/12,2019/10/24,,臉書,政治人物謠言,蔡英文過境紐約丹佛，免費招待千人宴,不罰,,無足以影響公共安寧
臺灣彰化地方法院刑事簡易庭裁定108年度秩字第144號,2019/11/20,彰化縣警察局彰化分局,2019/9/17,2019/8/23,,臉書,政治人物謠言,韓國瑜手按啤酒箱,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣屏東地方法院裁定108年度屏秩字第35號,2019/11/20,屏東縣政府警察局屏東分局,2019/10/31,2019/9/10,,臉書,選務謠言,韓國瑜選總統全國後援會(韓家軍)」網頁貼文發布假民調消息，貼文內容與圖表為「蘋果新聞網9/8新民調韓國瑜市長第一,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣澎湖地方法院裁定108年度馬秩字第35號,2019/11/25,澎湖縣政府警察局馬公分局,2019/11/4,2019/10/10,,臉書,批評執政者,澎湖現在正在關押異議人士」等文，內容提及「不知道他被關在哪裡，只知道他被抓了，是合法拘役還是非法監禁，我們無從查證，如果冼○○就這樣被失蹤了，我請各位鄉親替他討回公道」、「…許多不一樣的說詞，查不到判決書，又聽到他人在縣警局被關著…,罰,3000元,
臺灣高雄地方法院高雄簡易庭裁定108年度雄秩字第249號,2019/11/25,高雄市政府警察局三民第一分局,2019/9/26,2019/7/23,,PTT,政治人物謠言,大咖就蔡英文啊，進一堆菸自己賣,不罰,,無足以影響公共安寧
臺灣臺中地方法院裁定108年度中秩字第234號,2019/11/25,臺中市政府警察局第五分局,2019/11/4,2019/9/20,員警,臉書,政治人物謠言,張忠謀2020年我支持蔡總統、支持蔡總統捍衛臺灣自由民主自由,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定108年度中秩字第231號,2019/11/25,臺中市政府警察局第一分局,2019/11/1,2019/9/6,,臉書,施政謠言,選了民進黨所以國庫耗費4177萬！將迴廊屋頂琉璃由藍色換成綠色！…,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定108年度板秩字第364號,2019/11/26,新北市政府警察局海山分局,2019/11/18,2019/10/17,,臉書,,有關政治評論性質內容,不罰,,無足以影響公共安寧
臺灣士林地方法院裁定108年度士秩字第159號,2019/11/26,臺北市政府警察局士林分局,2019/11/4,2019/9/4,,臉書,,,不罰,,超過2個月
臺灣花蓮地方法院簡易庭裁定108年度花秩字第33號,2019/11/26,花蓮縣警察局花蓮分局,2019/8/20,2019/7/15,,臉書,批評執政者,偉大大的蔡英文到海地才四小時、就送了四拾五億、高雄要滅登革熱五千萬才給二千多萬！媽的！什麼政府。,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定108年度壢秩字第144號,2019/11/26,桃園市政府警察局平鎮分局,2019/11/13,2019/10/17,,臉書,政治人物謠言,蔡英文帶她家的貓去看獸醫，沿途警員道路交通管制及隨扈維安人員，還不如他們家的那隻貓,不罰,,無足以影響公共安寧
臺灣臺中地方法院裁定108年度中秩字第228號,2019/11/26,臺中市政府警察局第四分局,2019/10/31,2019/9/4,法務部調查局,臉書,政治人物謠言,已涉及公職人員加重洗錢防制法＋公職人員加重財產源不明罪，但綠蛆壓住調查局，不准他們依法叫陳明文去作筆錄，因為陳明文是腐敗民進黨的挺英大將。,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院裁定108年度湖秩字第77號,2019/11/27,臺北市政府警察局內湖分局,2019/10/17,2019/9/4,,臉書,批評執政者,今天香港會是明天的臺灣？為何不也是今天？癱瘓機場破壞地鐵攻擊公署…能發現現今處處拒馬隔絕之政府？從引進暴民開始…政府早已在預謀策動明年1.11敗選後的台灣變香港了,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定108年度壢秩字第150號,2019/11/27,桃園市政府警察局楊梅分局,2019/11/19,2019/9/25,,LINE,施政謠言,光光是小林村訴訟，高雄政府寧花1.3億的訴訟費，小林村被滅村，491人的生命，只要求3000萬國賠，竟然官司打10年，寧願給律師費1.3億，不願給小林村災民半毛錢!!!這，就是民黨!這，就是陳菊!!台灣人要覺醒!!,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新竹地方法院簡易庭裁定108年度竹秩字第84號,2019/11/29,新竹市警察局第一分局,2019/10/23,2019/10/14,,臉書,批評執政者,公開張貼發表經變造製作之總統蔡英文上吊圖片，並有「叛國賊的下場」,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺東地方法院刑事裁定108年度東秩字第61號,2019/11/29,臺東縣警察局臺東分局,2019/11/7,2019/10/22,,臉書,生活謠言,這是台灣小學的課文嗎？我眼睛看錯了嗎？,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定108年度桃秩字第213號,2019/11/29,花蓮縣警察局鳳林分局,2019/11/10,2019/10/18,,臉書,社會案件,某車禍事故死者馮文雄生前曾遭人押走恐嚇，影射馮文雄死因不單純,不罰,,難認定是故意散播不實事實
臺灣新北地方法院板橋簡易庭裁定108年度板秩字第217號,2019/11/30,新北市政府警察局板橋分局,2019/8/5,2019/6/6,,臉書,施政謠言,巴拉刈是劇毒致癌農藥蔡政府決定再延用一年,不罰,,難認定是故意散播不實事實
臺灣臺南地方法院臺南簡易庭秩事裁定108年度南秩字第139號,2019/12/2,臺南市政府警察局第四分局,,2019/9/4,,臉書,批評執政者,"這個女人花在裝修官邸的錢比防治全國登革熱疫情的經費還要多。這個女人她嫌前任的800萬防彈車不夠好，非2500萬頂級高檔車不坐！這個女人花公款要買每磅18,000元的咖啡豆！這個女人養了32位秘書，每人月領10－12萬（他們都是這個女人或民進黨要角的親戚）！這個女人狠吃狂撈正事不幹，成日全台灣大拜廟，你還能讓他亂花咱們的血汗納稅金嗎？",不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院普通庭裁定108年度秩抗字第6號,2019/12/5,抗告，108年度中秩字第170號,,,,臉書,政治人物謠言,徐國勇：韓國瑜連下雨的淹水不會處理所以他不配當高雄市長,抗告駁回,,
臺灣高雄地方法院鳳山簡易庭裁定108年度鳳秩字第128號,2019/12/5,高雄市政府警察局鳳山分局,2019/11/13,2019/11/3,,臉書,政治人物謠言,太黑暗了，警察開攤販罰單，還兼告知是韓國瑜指示的，今天在鳳山海光工協市場買菜看到警察開攤販的單，還兼告知是韓市長指示要開的，我個人不相信韓市長會指示警察去開海光攤販的罰單，韓國瑜競選團隊是不是應該去瞭解一下，是不是有心人士要讓基層民眾對韓市長產生不滿以及誤會，故意要惹起地方基層民怨呢？,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院裁定108年度士秩字第106號,2019/12/5,新北市政府警察局淡水分局,2019/8/13,2019/6/22,,168周報,施政謠言,蔡英文，你的課本教學生少量吸毒再轟趴,不罰,,正常智識者可判斷真偽，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺南地方法院臺南簡易庭裁定108年度南秩字第140號,2019/12/5,臺南市政府警察局第四分局,2019/11/25,2019/9/23,法務部調查局,LINE,政治人物謠言,◎照過來～代誌大條了！請問蔡英文；聽人家說（如截圖），根據「倫敦政經學院」的「學生紀錄卡」清楚記載；妳念書的學費是由紐約的「亨利盧斯基金會」所提供的；所以妳蔡英文也是國民黨苦心栽培的「抓耙仔、抓牙、菁英、職業學生」…」之一了嗎？請問蔡英文：妳已經沒資格代表台派參選總統了；趕快辭退「代表民進黨的總統參選人」吧！請問，美國AIT；是不是要出來主持「上帝的公義」、叫蔡英文趕快退選了呢？,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定108年度桃秩字第229號,2019/12/9,桃園市政府警察局桃園分局,2019/11/28,2019/9/29,,臉書,政治人物謠言,蔡英文的背後竟然是……長征，作者：毛澤東，原文：紅軍不怕遠征難，萬水千山只等閒。五嶺逶迤騰細浪，烏蒙磅礡走泥丸。金沙水拍雲崖暖，大渡橋橫鐵索寒。更喜岷山千里雪，三軍過後盡開顏,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定108年度中秩字第253號,2019/12/9,臺中市政府警察局霧峰分局,2019/12/3,2019/10/6,法務部調查局,臉書,批評執政者,港黃大仙一名老人被暴徒打傷致死……蔡政府還力挺香港暴徒，如果這些暴徒明天轉入台灣怎麼辦……。,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定108年度豐秩字第63號,2019/12/10,臺中市政府警察局第一分局,2019/11/26,2019/8/1,,PTT,兩岸相關,你們不可以罵中共喔中共會殺你全家喔,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院刑事裁定108年度重秩抗字第5號,2019/12/11,抗告，108 年度重秩字第145號,,,,臉書,政治人物謠言,殉職員警的會場，蘇不願意來就別來，拽什麼拽簽完名筆還用丟的,抗告駁回,,
